NJ7AR7Q2    00NJ7AR7Q2  00111409584057NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BOYER               BOYER CIERRA                       346 BREITENBERG STATION                                               GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q3    00NJ7AR7Q3  00111409584058NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HEATHCOTE           HEATHCOTE ARIELLE                  7672 VERNON ISLAND                                                    GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q4    00NJ7AR7Q4  00111409584059NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ABSHIRE             ABSHIRE DESTIN                     22600 ZACK WAYS                                                       GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q5    00NJ7AR7Q5  00111409584060NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021TURNER              TURNER LOLITA                      3790 DIMITRI ISLAND                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q6    00NJ7AR7Q6  00111409584061NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MOHR                MOHR RAINA                         505 RUSSEL LIGHT                                                      GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q7    00NJ7AR7Q7  00111409584062NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ROHAN               ROHAN BROOKS                       6045 TITO RUE                                                         GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q8    00NJ7AR7Q8  00111409584063NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021GUTMANN             GUTMANN ANGELO                     0781 DACH PLAINS                                                      GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q9    00NJ7AR7Q9  00111409584064NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021LAKIN               LAKIN MANDY                        369 EVERETT STATION                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q10   00NJ7AR7Q10 00111409584065NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MEDHURST            MEDHURST DESHAWN                   0152 PARISIAN CREEK                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q11   00NJ7AR7Q11 00111409584066NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021WATSICA             WATSICA CHANELLE                   07825 PREDOVIC KNOLLS                                                 GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q12   00NJ7AR7Q12 00111409584067NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021GREENFELDER         GREENFELDER MARILOU                75015 OBERBRUNNER TRAIL                                               GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q13   00NJ7AR7Q13 00111409584068NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021AUER                AUER SALVATORE                     93297 BAHRINGER BURG                                                  GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q14   00NJ7AR7Q14 00111409584069NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021TREUTEL             TREUTEL AUDRA                      67434 NADER LODGE                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ7AR7Q15   00NJ7AR7Q15 00111409584070NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HELLER              HELLER JUSTINE                     390 LILIANE LIGHTS                                                    GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
