NJLKMI7P1   00NJLKMI7P1 00111409285407NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021PFANNERSTILL        PFANNERSTILL DAMION                75148 DANIELLA VILLE                                                  GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P2   00NJLKMI7P2 00111409285410NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SCHNEIDER           SCHNEIDER JOSIAH                   193 LUKAS POINT                                                       GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P3   00NJLKMI7P3 00111409285416NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021FISHER              FISHER ROSE                        970 MUELLER PRAIRIE                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P4   00NJLKMI7P4 00111409285201NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021NIKOLAUS            NIKOLAUS DAVON                     290 LORENA PLACE                                                      GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P5   00NJLKMI7P5 00111409285205NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021JOHNSTON            JOHNSTON SUMMER                    3166 JOSEFA PASSAGE                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P6   00NJLKMI7P6 00111409285208NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SCHMELER            SCHMELER MISSOURI                  42085 PACOCHA GARDEN                                                  GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P7   00NJLKMI7P7 00111409285213NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021RATH                RATH ETHELYN                       52677 BRIDGETTE UNIONS                                                GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P8   00NJLKMI7P8 00111409285425NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MCCULLOUGH          MCCULLOUGH CHRISTINA               9966 OLSON FORGES                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P9   00NJLKMI7P9 00111409285428NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021WATSICA             WATSICA SAMSON                     1863 JOHNS FOREST                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P10  00NJLKMI7P1000111409285431NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021KLING               KLING TRENT                        683 ANDERSON SPRING                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P11  00NJLKMI7P1100111409285219NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021KOVACEK             KOVACEK TRESSIE                    621 ANGIE ISLE                                                        GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P12  00NJLKMI7P1200111409285222NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SPINKA              SPINKA JEROME                      0434 MAYER MOUNT                                                      GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P13  00NJLKMI7P1300111409285226NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ROBERTS             ROBERTS KOLBY                      52728 WATSICA UNION                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P14  00NJLKMI7P1400111409285231NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HUELS               HUELS CADE                         1186 WALSH MEWS                                                       GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P15  00NJLKMI7P1500111409285442NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021WILKINSON           WILKINSON DAVONTE                  622 BALISTRERI FORGE                                                  GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P16  00NJLKMI7P1600111409285444NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DICKINSON           DICKINSON GERTRUDE                 61681 BRYCEN COVE                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P17  00NJLKMI7P1700111409285233NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BOTSFORD            BOTSFORD LAVERNE                   264 SPENCER FORGES                                                    GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P18  00NJLKMI7P1800111409285241NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DACH                DACH NARCISO                       6991 LANGOSH STREAM                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P19  00NJLKMI7P1900111409285247NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021KOHLER              KOHLER SUSIE                       2117 ABAGAIL LAKE                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJLKMI7P20  00NJLKMI7P2000111409285248NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021COLLINS             COLLINS FRANCISCO                  9168 BRAEDEN SHORES                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
