NJSDAKP1    00NJSDAKP1  00111409574931NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BATZ                BATZ VINCENZA                      975 ISAIAH FLATS                                                      GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP2    00NJSDAKP2  00111409574932NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BATZ                BATZ KEITH                         861 STROSIN GROVE                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP3    00NJSDAKP3  00111409574939NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DUBUQUE             DUBUQUE CHADRICK                   217 CHADD LAKE                                                        GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP4    00NJSDAKP4  00111409574940NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021JERDE               JERDE BARON                        34780 BROWN HARBORS                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP5    00NJSDAKP5  00111409574947NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ROOB                ROOB ALDEN                         13925 MARGE CAMP                                                      GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP6    00NJSDAKP6  00111409574951NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021GLOVER              GLOVER BERNARD                     27958 WILLMS GREENS                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP7    00NJSDAKP7  00111409574955NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021JACOBS              JACOBS ADELBERT                    08446 MILLS SQUARES                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP8    00NJSDAKP8  00111409574956NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021KERTZMANN           KERTZMANN HELEN                    63008 ALVENA WAYS                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP9    00NJSDAKP9  00111409574960NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021LUBOWITZ            LUBOWITZ QUINTEN                   68461 NADER MANOR                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSDAKP10   00NJSDAKP10 00111409574964NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021VON                 VON MYA                            914 KEELING TRACK                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
