NJXMCP1     00NJXMCP1   00111409582544NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021TURNER              TURNER NINA                        0523 BROOKLYN LODGE                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP2     00NJXMCP2   00111409582551NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021METZ                METZ SANTA                         1030 BURDETTE GLENS                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP3     00NJXMCP3   00111409582553NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021CRONIN              CRONIN ZELMA                       35852 JOANIE SHOALS                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP4     00NJXMCP4   00111409582558NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021LEANNON             LEANNON GAIL                       4920 HELMER CAPE                                                      GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP5     00NJXMCP5   00111409582560NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MOORE               MOORE MARISOL                      31165 JOHNSTON LOCKS                                                  GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP6     00NJXMCP6   00111409582564NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SCHIMMEL            SCHIMMEL EVE                       83382 BERNARD GARDENS                                                 GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP7     00NJXMCP7   00111409582569NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021PROSACCO            PROSACCO DANIELA                   0454 DONATO ESTATES                                                   GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP8     00NJXMCP8   00111409582573NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021VEUM                VEUM CATHY                         70519 JAYLIN RIVER                                                    GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP9     00NJXMCP9   00111409582578NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021WIEGAND             WIEGAND LUCY                       901 BEULAH EXTENSIONS                                                 GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXMCP10    00NJXMCP10  00111409582583NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021GERHOLD             GERHOLD MAYBELLE                   19688 STOLTENBERG KEY                                                 GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
