NJXD8P1     00NJXD8P1   00113079880328NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021TURNER              TURNER ANDRE                       649 STIEDEMANN LODGE                                                  NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P2     00NJXD8P2   00113079880332NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021OSINSKI             OSINSKI ELSE                       82902 DELIA GREENS                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P3     00NJXD8P3   00113079880335NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021WARD                WARD PRECIOUS                      680 MADELYNN MISSION                                                  NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P4     00NJXD8P4   00113079880341NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021METZ                METZ DAREN                         3678 ROBYN ROADS                                                      NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P5     00NJXD8P5   00113079880343NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SHIELDS             SHIELDS ANGELINA                   442 SMITH INLET                                                       NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P6     00NJXD8P6   00113079880347NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SCHUSTER            SCHUSTER JUANA                     83574 HAAG SUMMIT                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P7     00NJXD8P7   00113079880352NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HAHN                HAHN CORY                          8352 CYDNEY STREAM                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P8     00NJXD8P8   00113079880356NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SCHROEDER           SCHROEDER KOREY                    270 BASHIRIAN MEADOW                                                  NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P9     00NJXD8P9   00113079880361NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MILLER              MILLER JADE                        7617 HEANEY SHORES                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P10    00NJXD8P10  00113079880362NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DIBBERT             DIBBERT JOHANN                     91776 VINNIE RIDGES                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P11    00NJXD8P11  00113079880368NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021CREMIN              CREMIN ARMAND                      5856 KLING ISLANDS                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P12    00NJXD8P12  00113079880370NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021GREENHOLT           GREENHOLT CARMELO                  62074 OHARA VIA                                                       NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P13    00NJXD8P13  00113079880374NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SMITHAM             SMITHAM AMIR                       63328 AUFDERHAR EXTENSION                                             NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P14    00NJXD8P14  00113079880380NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ROMAGUERA           ROMAGUERA NAOMI                    70742 COLLINS CIRCLES                                                 NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P15    00NJXD8P15  00113079880382NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021LANGOSH             LANGOSH ART                        043 JACKIE SPRINGS                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P16    00NJXD8P16  00113079880389NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DOOLEY              DOOLEY DEVANTE                     33998 STOKES FORGES                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P17    00NJXD8P17  00113079880393NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021LEHNER              LEHNER ELODY                       5315 EVALYN BURGS                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P18    00NJXD8P18  00113079880396NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ZEMLAK              ZEMLAK WENDY                       222 GERLACH ROAD                                                      NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P19    00NJXD8P19  00113079880400NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021STIEDEMANN          STIEDEMANN ERYN                    84909 DAYTON MILL                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P20    00NJXD8P20  00113079880403NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BRAKUS              BRAKUS ULISES                      6837 HERTHA FLAT                                                      NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P21    00NJXD8P21  00113079880406NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021JOHNSTON            JOHNSTON ALEC                      219 CHARLEY MALL                                                      NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P22    00NJXD8P22  00113079880410NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021NADER               NADER LAURENCE                     815 BEDNAR PINES                                                      NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P23    00NJXD8P23  00113079880414NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021FRAMI               FRAMI OLIVER                       62400 FREEMAN FLAT                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P24    00NJXD8P24  00113079880421NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DAMORE              DAMORE MARIELLE                    2146 RATH FORGES                                                      NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P25    00NJXD8P25  00113079880424NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SCHUSTER            SCHUSTER MARLIN                    7471 PROHASKA HAVEN                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P26    00NJXD8P26  00113079880428NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021VANDERVORT          VANDERVORT SUNNY                   74261 MCCLURE LOAF                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P27    00NJXD8P27  00113079880431NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021AUER                AUER ALVERTA                       1360 PADBERG COVES                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P28    00NJXD8P28  00113079880437NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021FAY                 FAY JARVIS                         8529 HAILEE RANCH                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P29    00NJXD8P29  00113079880441NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HARTMANN            HARTMANN MAURINE                   7229 KEITH CENTER                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P30    00NJXD8P30  00113079880443NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021KUNZE               KUNZE HALLIE                       232 LEMPI WELLS                                                       NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P31    00NJXD8P31  00113079880446NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021GRIMES              GRIMES BETHEL                      2036 KEELEY SUMMIT                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJXD8P32    00NJXD8P32  00113079880451NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DOYLE               DOYLE KEANU                        4841 TITO TRACE                                                       NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
