NJ1XS7Z1    00NJ1XS7Z1  00113079750013NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HUDSON              HUDSON JEREMIE                     74834 STANLEY KNOLL                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z2    00NJ1XS7Z2  00113079750017NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021NICOLAS             NICOLAS ALISON                     12127 BERTRAM TUNNEL                                                  NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z3    00NJ1XS7Z3  00113079750022NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021WUNSCH              WUNSCH JADYN                       002 MARGARETT PATH                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z4    00NJ1XS7Z4  00113079750045NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HAND                HAND TRYCIA                        68781 MARLENE WELLS                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z5    00NJ1XS7Z5  00113079750047NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021TREUTEL             TREUTEL GILDA                      1100 SMITHAM ROADS                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z6    00NJ1XS7Z6  00113079750054NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021SAUER               SAUER KHALID                       3670 HUEL PASSAGE                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z7    00NJ1XS7Z7  00113079750074NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021CROOKS              CROOKS MARTINE                     6092 ASHLEY WELLS                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z8    00NJ1XS7Z8  00113079750077NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021FARRELL             FARRELL ANGELINA                   8682 ENRICO RAPIDS                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z9    00NJ1XS7Z9  00113079750082NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021CRUICKSHANK         CRUICKSHANK JEANETTE               5893 AUBREE GLENS                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z10   00NJ1XS7Z10 00113079750087NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021PURDY               PURDY MAGDALEN                     525 CHRISTELLE VISTA                                                  NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z11   00NJ1XS7Z11 00113079750108NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021TREMBLAY            TREMBLAY RICHIE                    111 WATSICA FORKS                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z12   00NJ1XS7Z12 00113079750117NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BALISTRERI          BALISTRERI MICHAEL                 13979 ENA FORK                                                        NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJ1XS7Z13   00NJ1XS7Z13 00113079750120NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021KLEIN               KLEIN GEOFFREY                     87522 BRISA PLAIN                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
