NJMA01DI01  00NJMA01DI0100111408992963NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADONE                        MOON MOON STREET1                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI02  00NJMA01DI0200111408992966NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADTWO                        MOON MOON STREET2                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI03  00NJMA01DI0300111408992967NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADTHREE                      MOON MOON STREET3                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI04  00NJMA01DI0400111408992969NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADFOUR                       MOON MOON STREET4                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI05  00NJMA01DI0500111408992971NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADFIVE                       MOON MOON STREET5                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI06  00NJMA01DI0600111408992973NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADSIX                        MOON MOON STREET6                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI07  00NJMA01DI0700111408992976NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADSEVEN                      MOON MOON STREET7                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI08  00NJMA01DI0800111408992978NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADEIGHT                      MOON MOON STREET8                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI09  00NJMA01DI0900111408992979NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADNINE                       MOON MOON STREET9                                                     GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJMA01DI10  00NJMA01DI1000111408992982NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MADI                MADI MADTEN                        MOON MOON STREET10                                                    GERMANTOWN                    NJ07001    FER0012                       NJ1234                        00000000          00000000          000000000000   D
