NJSFF3IL1   00NJSFF3IL1 00113080477416NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BODE                BODE NANNIE                        01590 KULAS ESTATE                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL2   00NJSFF3IL2 00113080477421NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BASHIRIAN           BASHIRIAN LEONEL                   332 RUBY FORKS                                                        NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL3   00NJSFF3IL3 00113080477426NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ORTIZ               ORTIZ ALEXIS                       7812 FILIBERTO CORNER                                                 NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL4   00NJSFF3IL4 00113080477430NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021RUNTE               RUNTE SIMEON                       012 WEIMANN STREET                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL5   00NJSFF3IL5 00113080477434NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021LEFFLER             LEFFLER IMA                        80319 LAURIE AVENUE                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL6   00NJSFF3IL6 00113080477435NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021KOCH                KOCH GARLAND                       979 DOMENICK HOLLOW                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL7   00NJSFF3IL7 00113080477441NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MULLER              MULLER ORVILLE                     03987 WILEY REST                                                      NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL8   00NJSFF3IL8 00113080477444NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ANDERSON            ANDERSON MANLEY                    289 KAUTZER VALLEY                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL9   00NJSFF3IL9 00113080477409NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ROSENBAUM           ROSENBAUM VIOLET                   045 SAWAYN ISLANDS                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSFF3IL10  00NJSFF3IL1000113080477413NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021GOODWIN             GOODWIN JAYSON                     04983 FEENEY ISLE                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
