NJSQ2DP1    00NJSQ2DP1  00113079827419NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ERDMAN              ERDMAN ROSETTA                     8353 ORIE CORNERS                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP2    00NJSQ2DP2  00113079827421NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MCLAUGHLIN          MCLAUGHLIN LUTHER                  4295 MADIE PRAIRIE                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP3    00NJSQ2DP3  00113079827426NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021STEHR               STEHR LOTTIE                       5430 FRED PORTS                                                       NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP4    00NJSQ2DP4  00113079827493NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DICKENS             DICKENS BRENT                      98471 DANGELO CROSSING                                                NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP5    00NJSQ2DP5  00113079827498NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021GLOVER              GLOVER LILIANE                     37309 CRONIN INLET                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP6    00NJSQ2DP6  00113079827502NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021RUSSEL              RUSSEL CATHRINE                    3610 ANTONIO SPRING                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP7    00NJSQ2DP7  00113079827433NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BRUEN               BRUEN MAVERICK                     4728 KAILYN BRANCH                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP8    00NJSQ2DP8  00113079827434NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021KOHLER              KOHLER TIMOTHY                     5771 EICHMANN ISLAND                                                  NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP9    00NJSQ2DP9  00113079827443NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021DAVIS               DAVIS HILLARY                      66192 ORIN LANE                                                       NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJSQ2DP10   00NJSQ2DP10 00113079827445NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021STEHR               STEHR MALLIE                       05558 BERNIECE INLET                                                  NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
