NJJNHY1     00NJJNHY1   00113081138615NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021RICE                RICE CARMEL                        4450 DONNELLY PINE                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY2     00NJJNHY2   00113081138617NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HEIDENREICH         HEIDENREICH LOMA                   84951 THOMAS RAPID                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY3     00NJJNHY3   00113081138619NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MOHR                MOHR LAYNE                         78108 MURAZIK LOOP                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY4     00NJJNHY4   00113081138626NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021JACOBSON            JACOBSON HOBART                    2892 STROMAN MILLS                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY5     00NJJNHY5   00113081138628NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021HAMMES              HAMMES VIVIANE                     00214 MURPHY FIELD                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY6     00NJJNHY6   00113081138633NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021LOWE                LOWE MAXIMILLIA                    08031 MAGDALEN VIEW                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY7     00NJJNHY7   00113081138636NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021LABADIE             LABADIE TANYA                      55542 CHRISTINA FORGES                                                NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY8     00NJJNHY8   00113081138641NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021ARMSTRONG           ARMSTRONG MAX                      48561 SHEMAR TRAIL                                                    NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY9     00NJJNHY9   00113081138643NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021MITCHELL            MITCHELL ROMA                      94397 JACQUES VISTA                                                   NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
NJJNHY10    00NJJNHY10  00113081138649NJT2017052679838432000163201714120161412017141201729000 14822   00VAN     99945   201703310000000000000000021BREKKE              BREKKE DALE                        768 GRIMES GREENS                                                     NEWARK                        NJ07114    FER0012                       NJ1234                        00000000          00000000          000000000000   D
